<Tolerance>,,
柱(StbColumn),100,400
間柱(StbPost),100,400
大梁(StbGirder),100,400
小梁(StbBeam),100,400
ブレース(StbBrace),100,400
スラブ(Stbslab),100,400
壁(StbWall),100,400
開口(StbOpen),100,400
<Importance>,,
/STBRIDGE/@version,高,
//StbCommon/@guid,対象外,
//StbCommon/@project_name,中,
//StbCommon/@app_name,低,
//StbCommon/@strength_concrete,高,
//StbCommon/StbReinforcementStrengthList,高,
//StbCommon/StbReinforcementStrengthList/,高,
//StbCommon/StbReinforcementStrengthList/@D,高,
//StbCommon/StbReinforcementStrengthList/@SD,高,
//StbCommon/StbApplyConditionList,中,
//StbCommon/StbApplyConditionList/StbColumn_RC_RebarPositionApply,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_RebarPositionApply/@set_default,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_RebarPositionApply/@depth_cover,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_RebarPositionApply/@interval,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_RebarPositionApply/@center,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_RebarPositionApply/@length_to_center,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_BarSpacingApply,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_BarSpacingApply/@set_default,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_BarSpacingApply/@D_bar_spacing,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_BarSpacingApply/@pitch_bar_spacing,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_BarSpacingApply/@N_bar_spacing_X,低,
//StbCommon/StbApplyConditionList/StbColumn_RC_BarSpacingApply/@N_bar_spacing_Y,低,
//StbCommon/StbApplyConditionList/StbColumn_SRC_RebarPositionApply,中,
//StbCommon/StbApplyConditionList/StbColumn_SRC_RebarPositionApply/@set_default,中,
//StbCommon/StbApplyConditionList/StbColumn_SRC_RebarPositionApply/@depth_cover,中,
//StbCommon/StbApplyConditionList/StbColumn_SRC_RebarPositionApply/@interval,中,
//StbCommon/StbApplyConditionList/StbColumn_SRC_RebarPositionApply/@center,中,
//StbCommon/StbApplyConditionList/StbColumn_SRC_RebarPositionApply/@length_to_center,中,
//StbCommon/StbApplyConditionList/StbColumn_SRC_BarSpacingApply,低,
//StbCommon/StbApplyConditionList/StbColumn_SRC_BarSpacingApply/@set_default,低,
//StbCommon/StbApplyConditionList/StbColumn_SRC_BarSpacingApply/@D_bar_spacing,低,
//StbCommon/StbApplyConditionList/StbColumn_SRC_BarSpacingApply/@pitch_bar_spacing,低,
//StbCommon/StbApplyConditionList/StbColumn_SRC_BarSpacingApply/@N_bar_spacing_X,低,
//StbCommon/StbApplyConditionList/StbColumn_SRC_BarSpacingApply/@N_bar_spacing_Y,低,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply/@set_default,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply/@depth_cover_side,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply/@depth_cover_top_bottom,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply/@interval,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply/@center_side,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply/@center_top_bottom,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_RebarPositionApply/@length_to_center,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarWebApply,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarWebApply/@set_default,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarWebApply/@D_web,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarWebApply/@N_web,中,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarSpacingApply,低,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarSpacingApply/@set_default,低,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarSpacingApply/@set_default,低,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarSpacingApply/@pitch_bar_spacing,低,
//StbCommon/StbApplyConditionList/StbBeam_RC_BarSpacingApply/@N_bar_spacing,低,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply/@set_default,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply/@depth_cover_side,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply/@depth_cover_top_bottom,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply/@interval,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply/@center_side,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply/@center_top_bottom,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_RebarPositionApply/@length_to_center,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_BarWebApply,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_BarWebApply/@set_default,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_BarWebApply/@D_web,中,
//StbCommon/StbApplyConditionList/StbBeam_SRC_BarWebApply/@N_web,中,
